0:UNKNOWN:Unknown key code. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>UNKNOWN</h1><h2>Keyevent Overview</h2><p>Unknown key code. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 0</code> and maps to the Android constant <code>KEYCODE_UNKNOWN</code>.</p><h2>Behavior Details</h2><p>Unknown key code This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
283:SYSTEM_NAVIGATION_RIGHT:System navigation right key. It is used to move focus or navigate within interfaces.:<h1>SYSTEM_NAVIGATION_RIGHT</h1><h2>Keyevent Overview</h2><p>System navigation right key. It is used to move focus or navigate within interfaces.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 283</code> and maps to the Android constant <code>KEYCODE_SYSTEM_NAVIGATION_RIGHT</code>.</p><h2>Behavior Details</h2><p>System navigation right key This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
284:ALL_APPS:All apps key. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>ALL_APPS</h1><h2>Keyevent Overview</h2><p>All apps key. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 284</code> and maps to the Android constant <code>KEYCODE_ALL_APPS</code>.</p><h2>Behavior Details</h2><p>All apps key This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
285:REFRESH:Refresh key. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>REFRESH</h1><h2>Keyevent Overview</h2><p>Refresh key. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 285</code> and maps to the Android constant <code>KEYCODE_REFRESH</code>.</p><h2>Behavior Details</h2><p>Refresh key This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
286:THUMBS_UP:Thumbs up key. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>THUMBS_UP</h1><h2>Keyevent Overview</h2><p>Thumbs up key. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 286</code> and maps to the Android constant <code>KEYCODE_THUMBS_UP</code>.</p><h2>Behavior Details</h2><p>Thumbs up key This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
287:THUMBS_DOWN:Thumbs down key. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>THUMBS_DOWN</h1><h2>Keyevent Overview</h2><p>Thumbs down key. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 287</code> and maps to the Android constant <code>KEYCODE_THUMBS_DOWN</code>.</p><h2>Behavior Details</h2><p>Thumbs down key This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
288:PROFILE_SWITCH:Profile switch key. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>PROFILE_SWITCH</h1><h2>Keyevent Overview</h2><p>Profile switch key. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 288</code> and maps to the Android constant <code>KEYCODE_PROFILE_SWITCH</code>.</p><h2>Behavior Details</h2><p>Profile switch key This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
289:VIDEO_APP_1:Video application key 1. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>VIDEO_APP_1</h1><h2>Keyevent Overview</h2><p>Video application key 1. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 289</code> and maps to the Android constant <code>KEYCODE_VIDEO_APP_1</code>.</p><h2>Behavior Details</h2><p>Video application key 1 This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
290:VIDEO_APP_2:Video application key 2. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>VIDEO_APP_2</h1><h2>Keyevent Overview</h2><p>Video application key 2. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 290</code> and maps to the Android constant <code>KEYCODE_VIDEO_APP_2</code>.</p><h2>Behavior Details</h2><p>Video application key 2 This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
291:VIDEO_APP_3:Video application key 3. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>VIDEO_APP_3</h1><h2>Keyevent Overview</h2><p>Video application key 3. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 291</code> and maps to the Android constant <code>KEYCODE_VIDEO_APP_3</code>.</p><h2>Behavior Details</h2><p>Video application key 3 This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
292:VIDEO_APP_4:Video application key 4. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>VIDEO_APP_4</h1><h2>Keyevent Overview</h2><p>Video application key 4. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 292</code> and maps to the Android constant <code>KEYCODE_VIDEO_APP_4</code>.</p><h2>Behavior Details</h2><p>Video application key 4 This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
293:VIDEO_APP_5:Video application key 5. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>VIDEO_APP_5</h1><h2>Keyevent Overview</h2><p>Video application key 5. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 293</code> and maps to the Android constant <code>KEYCODE_VIDEO_APP_5</code>.</p><h2>Behavior Details</h2><p>Video application key 5 This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
294:VIDEO_APP_6:Video application key 6. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>VIDEO_APP_6</h1><h2>Keyevent Overview</h2><p>Video application key 6. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 294</code> and maps to the Android constant <code>KEYCODE_VIDEO_APP_6</code>.</p><h2>Behavior Details</h2><p>Video application key 6 This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
295:VIDEO_APP_7:Video application key 7. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>VIDEO_APP_7</h1><h2>Keyevent Overview</h2><p>Video application key 7. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 295</code> and maps to the Android constant <code>KEYCODE_VIDEO_APP_7</code>.</p><h2>Behavior Details</h2><p>Video application key 7 This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
296:VIDEO_APP_8:Video application key 8. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>VIDEO_APP_8</h1><h2>Keyevent Overview</h2><p>Video application key 8. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 296</code> and maps to the Android constant <code>KEYCODE_VIDEO_APP_8</code>.</p><h2>Behavior Details</h2><p>Video application key 8 This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
297:FEATURED_APP_1:Featured application key 1. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>FEATURED_APP_1</h1><h2>Keyevent Overview</h2><p>Featured application key 1. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 297</code> and maps to the Android constant <code>KEYCODE_FEATURED_APP_1</code>.</p><h2>Behavior Details</h2><p>Featured application key 1 This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
298:FEATURED_APP_2:Featured application key 2. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>FEATURED_APP_2</h1><h2>Keyevent Overview</h2><p>Featured application key 2. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 298</code> and maps to the Android constant <code>KEYCODE_FEATURED_APP_2</code>.</p><h2>Behavior Details</h2><p>Featured application key 2 This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
299:FEATURED_APP_3:Featured application key 3. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>FEATURED_APP_3</h1><h2>Keyevent Overview</h2><p>Featured application key 3. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 299</code> and maps to the Android constant <code>KEYCODE_FEATURED_APP_3</code>.</p><h2>Behavior Details</h2><p>Featured application key 3 This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
300:FEATURED_APP_4:Featured application key 4. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>FEATURED_APP_4</h1><h2>Keyevent Overview</h2><p>Featured application key 4. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 300</code> and maps to the Android constant <code>KEYCODE_FEATURED_APP_4</code>.</p><h2>Behavior Details</h2><p>Featured application key 4 This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
301:DEMO_APP_1:Demo application key 1. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>DEMO_APP_1</h1><h2>Keyevent Overview</h2><p>Demo application key 1. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 301</code> and maps to the Android constant <code>KEYCODE_DEMO_APP_1</code>.</p><h2>Behavior Details</h2><p>Demo application key 1 This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
302:DEMO_APP_2:Demo application key 2. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>DEMO_APP_2</h1><h2>Keyevent Overview</h2><p>Demo application key 2. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 302</code> and maps to the Android constant <code>KEYCODE_DEMO_APP_2</code>.</p><h2>Behavior Details</h2><p>Demo application key 2 This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
303:DEMO_APP_3:Demo application key 3. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>DEMO_APP_3</h1><h2>Keyevent Overview</h2><p>Demo application key 3. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 303</code> and maps to the Android constant <code>KEYCODE_DEMO_APP_3</code>.</p><h2>Behavior Details</h2><p>Demo application key 3 This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
304:DEMO_APP_4:Demo application key 4. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>DEMO_APP_4</h1><h2>Keyevent Overview</h2><p>Demo application key 4. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 304</code> and maps to the Android constant <code>KEYCODE_DEMO_APP_4</code>.</p><h2>Behavior Details</h2><p>Demo application key 4 This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
305:KEYBOARD_BACKLIGHT_DOWN:Keyboard backlight down key. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>KEYBOARD_BACKLIGHT_DOWN</h1><h2>Keyevent Overview</h2><p>Keyboard backlight down key. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 305</code> and maps to the Android constant <code>KEYCODE_KEYBOARD_BACKLIGHT_DOWN</code>.</p><h2>Behavior Details</h2><p>Keyboard backlight down key This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
306:KEYBOARD_BACKLIGHT_UP:Keyboard backlight up key. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>KEYBOARD_BACKLIGHT_UP</h1><h2>Keyevent Overview</h2><p>Keyboard backlight up key. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 306</code> and maps to the Android constant <code>KEYCODE_KEYBOARD_BACKLIGHT_UP</code>.</p><h2>Behavior Details</h2><p>Keyboard backlight up key This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
307:KEYBOARD_BACKLIGHT_TOGGLE:Keyboard backlight toggle key. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>KEYBOARD_BACKLIGHT_TOGGLE</h1><h2>Keyevent Overview</h2><p>Keyboard backlight toggle key. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 307</code> and maps to the Android constant <code>KEYCODE_KEYBOARD_BACKLIGHT_TOGGLE</code>.</p><h2>Behavior Details</h2><p>Keyboard backlight toggle key This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
308:STYLUS_BUTTON_PRIMARY:Primary stylus barrel button. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>STYLUS_BUTTON_PRIMARY</h1><h2>Keyevent Overview</h2><p>Primary stylus barrel button. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 308</code> and maps to the Android constant <code>KEYCODE_STYLUS_BUTTON_PRIMARY</code>.</p><h2>Behavior Details</h2><p>Primary stylus barrel button This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
309:STYLUS_BUTTON_SECONDARY:Secondary stylus barrel button. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>STYLUS_BUTTON_SECONDARY</h1><h2>Keyevent Overview</h2><p>Secondary stylus barrel button. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 309</code> and maps to the Android constant <code>KEYCODE_STYLUS_BUTTON_SECONDARY</code>.</p><h2>Behavior Details</h2><p>Secondary stylus barrel button This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
310:STYLUS_BUTTON_TERTIARY:Tertiary stylus barrel button. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>STYLUS_BUTTON_TERTIARY</h1><h2>Keyevent Overview</h2><p>Tertiary stylus barrel button. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 310</code> and maps to the Android constant <code>KEYCODE_STYLUS_BUTTON_TERTIARY</code>.</p><h2>Behavior Details</h2><p>Tertiary stylus barrel button This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
311:STYLUS_BUTTON_TAIL:Stylus tail button. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>STYLUS_BUTTON_TAIL</h1><h2>Keyevent Overview</h2><p>Stylus tail button. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 311</code> and maps to the Android constant <code>KEYCODE_STYLUS_BUTTON_TAIL</code>.</p><h2>Behavior Details</h2><p>Stylus tail button This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
312:RECENT_APPS:Recent apps / overview key. This is often intercepted by the framework or the system UI on devices that reserve the action.:<h1>RECENT_APPS</h1><h2>Keyevent Overview</h2><p>Recent apps / overview key. This is often intercepted by the framework or the system UI on devices that reserve the action.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 312</code> and maps to the Android constant <code>KEYCODE_RECENT_APPS</code>.</p><h2>Behavior Details</h2><p>Recent apps / overview key This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
313:MACRO_1:User customizable macro key 1. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>MACRO_1</h1><h2>Keyevent Overview</h2><p>User customizable macro key 1. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 313</code> and maps to the Android constant <code>KEYCODE_MACRO_1</code>.</p><h2>Behavior Details</h2><p>User customizable macro key 1 This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
314:MACRO_2:User customizable macro key 2. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>MACRO_2</h1><h2>Keyevent Overview</h2><p>User customizable macro key 2. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 314</code> and maps to the Android constant <code>KEYCODE_MACRO_2</code>.</p><h2>Behavior Details</h2><p>User customizable macro key 2 This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
315:MACRO_3:User customizable macro key 3. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>MACRO_3</h1><h2>Keyevent Overview</h2><p>User customizable macro key 3. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 315</code> and maps to the Android constant <code>KEYCODE_MACRO_3</code>.</p><h2>Behavior Details</h2><p>User customizable macro key 3 This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
316:MACRO_4:User customizable macro key 4. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>MACRO_4</h1><h2>Keyevent Overview</h2><p>User customizable macro key 4. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 316</code> and maps to the Android constant <code>KEYCODE_MACRO_4</code>.</p><h2>Behavior Details</h2><p>User customizable macro key 4 This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
317:EMOJI_PICKER:Emoji picker key. It represents a distinct Android keycode that adb shell input can send to the system.:<h1>EMOJI_PICKER</h1><h2>Keyevent Overview</h2><p>Emoji picker key. It represents a distinct Android keycode that adb shell input can send to the system.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 317</code> and maps to the Android constant <code>KEYCODE_EMOJI_PICKER</code>.</p><h2>Behavior Details</h2><p>Emoji picker key This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
318:SCREENSHOT:Screenshot key. This is often intercepted by the framework or the system UI on devices that reserve the action.:<h1>SCREENSHOT</h1><h2>Keyevent Overview</h2><p>Screenshot key. This is often intercepted by the framework or the system UI on devices that reserve the action.</p><h2>ADB Command</h2><p>This keyevent is triggered with <code>adb shell input keyevent 318</code> and maps to the Android constant <code>KEYCODE_SCREENSHOT</code>.</p><h2>Behavior Details</h2><p>Screenshot key This event is sent through Android's input pipeline, so the final result can change depending on focused app, lock state, OEM customization, Android version, accessibility layers, and whether the system reserves or intercepts the action.</p><h2>Practical Notes</h2><p>Use this keyevent when you need repeatable automated navigation, device control, or UI testing. Always verify the behavior on the actual target device because some manufacturers remap, ignore, or override specific keyevents.</p>
